名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
越秀滨海御城,南沙,金洲,3室2厅,南/北,52.5,3100,59
中惠国际金融中心,南沙,南沙区府,1室0厅,南,26.5,2500,94
万科南方公元,南沙,黄阁,3室2厅,南,43.5,2200,50
上湾小区,南沙,进港大道,2室2厅,南,40.0,1200,30
星河智荟,南沙,明珠湾,4室2厅,东南,65.0,3300,50
越秀滨海新城,南沙,进港大道,4室2厅,南,52.0,2500,48
颐德湾尚,南沙,明珠湾,4室2厅,南/北,71.0,4900,69
富力天海湾,南沙,明珠湾,1室1厅,南,19.0,1700,89
丰庭花园,南沙,金洲,2室2厅,南,84.0,2100,25
府里,黄埔,大沙地,3室2厅,北,39.0,5500,141
园（金堂楼/金满楼),黄埔,黄埔区府,3室1厅,东,63.0,3800,60
庄峻森园,黄埔,科学城,2室2厅,南,42.5,4500,105
万科里享家,黄埔,黄埔永和,3室2厅,北,42.0,3000,71
品秀星樾,黄埔,香雪,3室2厅,北,49.0,3600,73
品秀星樾,黄埔,香雪,5室2厅,东南,67.5,5500,81
佳兆业未来城,黄埔,开发东区,3室2厅,东北,49.0,2700,55
佳兆业城市广场,黄埔,南岗,2室1厅,东南,39.5,2700,68
合景天峻,黄埔,知识城,2室1厅,北,21.0,2300,109
时代印记(广州),黄埔,知识城,3室2厅,南,50.0,2500,50
合景天峻,黄埔,知识城,1室1厅,南,24.0,1900,79
佳兆业未来城,黄埔,开发东区,3室2厅,南,49.5,2600,52
大壮国际广场,黄埔,科学城,1室0厅,北,14.0,2380,170
壹品EPark,黄埔,香雪,1室1厅,,22.5,2300,102
萝岗万达广场,黄埔,科学城,1室1厅,南,31.5,5000,158
合景天峻,黄埔,知识城,3室2厅,东南,52.0,2400,46
云星钱隆天誉,从化,太平镇,3室2厅,东南,45.0,2000,44
珠光御景山水城,从化,江浦街,3室2厅,北,45.5,2200,48
富力泉天下,从化,温泉镇,3室2厅,南,67.5,1200,17
云星钱隆天誉,从化,太平镇,2室2厅,西北,34.5,1600,46
翰林国际,从化,旧城区,3室2厅,南/北,49.0,2100,42
碧水新村,从化,良口镇,3室2厅,南,50.0,1300,26
碧水新村,从化,良口镇,2室2厅,南,35.0,1100,31
新光百德广场,从化,太平镇,1室0厅,东北,22.0,1200,54
人盛巴厘天地,从化,神岗镇,3室2厅,东南,62.5,1300,20
紫泉翠荔嘉园,从化,太平镇,4室2厅,南,60.0,2300,38
君源御湖城,从化,江浦街,3室2厅,东北,52.5,1500,28
珠江国际城,从化,神岗镇,4室2厅,西南,72.0,2000,27
珠江国际城,从化,神岗镇,5室3厅,南,184.0,6500,35
名城御景绿洲,从化,江浦街,3室2厅,,51.5,2800,54
华标荔苑,从化,太平镇,1室1厅,东南,53.5,1300,24
上城湾畔东区,从化,江浦街,3室2厅,南,47.0,2300,48
上雅君庭,从化,太平镇,2室2厅,东南,28.0,1700,60
珠光御景山水城,从化,江浦街,3室2厅,北,45.5,1600,35
紫泉流溪湾,从化,太平镇,3室1厅,南,39.0,2500,64
碧桂园荔山雅筑,从化,赤草,3室2厅,北,54.5,1700,31
碧桂园荔山雅筑,从化,赤草,3室2厅,西北,54.5,2300,42
雅居乐滨江花园,从化,江浦街,3室2厅,南,51.5,2600,50
碧桂园荔山雅筑,从化,赤草,3室2厅,北,54.5,2000,36
时代印象,从化,太平镇,3室2厅,东北,44.0,1550,35
珠光御景山水城,从化,江浦街,3室2厅,南,52.0,1800,34
观绿路,越秀,人民路,1室0厅,南,15.0,3300,220
解放中路,越秀,西门口,3室1厅,东南,20.0,2800,140
东风西路,越秀,东风西,1室0厅,,12.5,2380,190
寺右一横路,越秀,杨箕,1室0厅,北,15.0,2300,153
云泉新村,越秀,沙河,3室2厅,东南,72.0,4500,62
环市东路,越秀,黄花岗,3室2厅,南,40.0,4600,115
嘉和苑,越秀,东风西,1室0厅,,5.0,1650,330
先烈中路81号大院,越秀,黄花岗,2室2厅,东南,35.0,4000,114
天秀大厦,越秀,小北,1室0厅,东,12.5,2400,192
梅花路,越秀,东风东,3室1厅,东,40.0,5500,137
瑶台花园,越秀,三元里,3室1厅,南,50.0,3000,60
中山六路,越秀,西门口,2室1厅,东,15.0,2700,180
站西路,越秀,流花站前,2室1厅,东南,34.0,2300,67
君汇世家,越秀,水荫,2室1厅,南,50.0,10000,200
星河壹号公馆,南沙,金洲,3室2厅,北,29.0,1200,41
方圆星宇月岛,南沙,进港大道,3室2厅,北,38.0,2000,52
敏捷尚品国际,南沙,进港大道,1室1厅,南,30.0,1500,50
南沙城,南沙,金洲,1室0厅,东,23.5,1200,51
越秀国际总部广场,南沙,金洲,2居室,北卧,15.0,1600,106
富力天海湾,南沙,明珠湾,1室1厅,南,57.0,1600,28
保利星海小镇,南沙,榄核镇,3室2厅,南,57.5,2600,45
南沙·十里方圆,南沙,黄阁,3室2厅,北,39.5,2300,58
领南星河荣誉,南沙,南沙港,4室2厅,南/北,60.0,3000,50
城投·首筑花园,南沙,横沥,4室2厅,南/北,71.0,3800,53
湾区·金融城,南沙,明珠湾,4室2厅,南,67.5,3800,56
阳光城悦然府,南沙,进港大道,3室2厅,南/北,54.0,2500,46
越秀明珠天悦江湾,南沙,明珠湾,3室2厅,东北,40.0,2300,57
绿苑楼,黄埔,开发西区,3室2厅,南,53.5,2000,37
合景天峻,黄埔,知识城,1室1厅,,25.0,2100,84
五矿壹云台,黄埔,科学城,3室2厅,南,45.5,3600,79
越秀保利爱特城,黄埔,香雪,3室2厅,南,50.0,3700,74
腾飞园中新里,黄埔,知识城,3室2厅,南,54.5,2900,53
壹品EPark,黄埔,香雪,1室1厅,南/北,21.5,2200,102
黄埔中央城,黄埔,香雪,3室2厅,南,53.0,4500,84
金融街融穗御府,黄埔,长岭居,3室2厅,西南,42.0,3200,76
黄埔花园,黄埔,黄埔区府,1室0厅,南,6.0,700,116
越秀保利爱特城,黄埔,香雪,3室1厅,南,90.5,3000,33
飞晟文汇,黄埔,香雪,1室1厅,南,36.0,3600,100
黄埔万科中心,黄埔,文冲,1室0厅,南,42.5,6800,160
萝岗敏捷广场,黄埔,科学城,2室1厅,东,27.0,2500,92
豫章苑,黄埔,大沙地,3室2厅,南/北,60.0,4500,75
环翠园,荔湾,南岸路,1室1厅,西南,19.0,1600,84
万科海上传奇,荔湾,芳村,1室0厅,东北,17.0,1800,105
宝华路(荔湾),荔湾,西关,2室1厅,东,27.5,3000,109
芬芳小区,荔湾,汾水,3室1厅,北,40.0,2400,60
邦华星际广场二期,荔湾,龙溪,3室1厅,东,30.5,3500,114
和平南小区,荔湾,西场,1室1厅,南/北,22.5,2300,102
奥园康威广场,增城,新塘北,2室1厅,南,26.0,2500,96
金地香山湖,增城,永宁,2室2厅,南,61.0,1400,22
东方名都花园,增城,白江,4室2厅,南,85.0,4200,49
广州敏捷绿湖首府,增城,石滩镇,3室2厅,北,58.0,1400,24
金地香山湖,增城,永宁,3室2厅,南/北,50.0,2000,40
荔兴路,增城,荔城中区,3室2厅,南,50.5,1500,29
尚东阳光,增城,沙村,2室2厅,南,43.5,2500,57
保利东江首府,增城,新塘南,3室2厅,南,65.0,3300,50
合生湖山国际,增城,凤凰城,4室2厅,南,69.0,2500,36
实地蔷薇国际,增城,荔城西区,4室2厅,南/北,81.5,2800,34
东方名都花园,增城,白江,3室2厅,东南,41.0,2400,58
长风国际公寓,增城,新塘北,1室1厅,南,29.5,1600,54
华润置地公园上城,增城,沙村,3室1厅,北,61.5,3500,56
大华东郡府,增城,朱村,3室2厅,北,39.0,1600,41
保利东江首府,增城,新塘南,3室2厅,南,62.0,2800,45
亚太新城亚太银座一期,增城,新塘北,2室2厅,南,44.0,2100,47
东景华庭,增城,白江,1室1厅,西,19.0,1500,78
华贵路,荔湾,龙津,1室1厅,东南,15.0,1900,126
幸福新村,荔湾,周门,2室1厅,东南,25.0,3800,152
壹诚大厦,荔湾,东塱,1居室,西南卧,15.0,1200,80
丛桂路,荔湾,黄沙,2室1厅,南,31.0,3200,103
多宝路,荔湾,西关,5室2厅,东南,90.0,8500,94
中山八路,荔湾,中山八,1室1厅,南,15.5,1500,96
文昌北路,荔湾,龙津,1室0厅,东南,14.0,2000,142
清平路,荔湾,和平西,1室1厅,南,15.0,1500,100
周门小区周门街,荔湾,周门,3室1厅,南/北,69.5,3600,51
祥日苑,荔湾,龙津,3室1厅,南,40.0,2000,50
金兰苑,荔湾,汾水,2室2厅,南,44.0,3000,68
万科海上传奇,荔湾,芳村,1室1厅,东,17.0,2300,135
陈岗路,荔湾,流花站前,2室1厅,南,35.0,2400,68
环翠园,荔湾,南岸路,3室2厅,南/北,46.0,4600,100
南岸路,荔湾,南岸路,2室1厅,北,30.0,1900,63
恩宁路,荔湾,黄沙,3室1厅,东南,35.0,2800,80
耀华社区存善东街,荔湾,西关,1室0厅,西北,17.5,2300,131
流花路39号大院,荔湾,流花站前,3室1厅,东南,41.5,3800,91
葛洲坝广州紫郡府,荔湾,广钢新城,4室1厅,,63.5,7600,119
荔新大厦,荔湾,西村,3室2厅,东南,65.5,3500,53
流花路,荔湾,流花站前,3室1厅,南,49.0,4000,81
隆庆小区,荔湾,西华路,1室0厅,东南,20.0,2100,105
花蕾路,荔湾,花地湾,4室2厅,南,80.0,4200,52
四季花园,荔湾,坑口,1室0厅,东,6.0,800,133
中国铁建国际花园,增城,朱村,3室2厅,北,40.0,1800,45
崇和花园,增城,永宁,3室1厅,北,44.5,1900,42
广州敏捷绿湖首府一期,增城,石滩镇,2室2厅,西北,38.5,1070,27
合景誉山国际,增城,永宁,3室2厅,南,56.0,2600,46
广州敏捷绿湖首府,增城,石滩镇,2室2厅,北,71.5,1000,13
长风国际公寓,增城,新塘北,1室0厅,南,15.0,1100,73
奥园中新城市天地,增城,中新镇,3室2厅,南,43.5,2300,52
新塘新世界花园万象苑,增城,沙村,3室2厅,南,65.0,3000,46
东方名都花园,增城,白江,4室2厅,东南,53.5,2700,50
碧桂园映象,增城,福和镇,2室1厅,南,37.0,1500,40
太平洋花园海德堡花园别墅,增城,白江,6室2厅,,176.0,6800,38
奥园誉峯,增城,永宁,3室2厅,南,48.0,2400,50
保利天际,增城,凤凰城,3室2厅,南,62.5,3500,56
绿地云央,白云,太和,2室2厅,北,30.0,2300,76
金盛大厦,海珠,昌岗,1室1厅,东北,72.0,3800,52
金碧花园第一金碧,海珠,金碧,4居室,北卧,24.5,1501,61
纵横公寓,海珠,赤岗,1室1厅,北,33.5,5029,150
新鸿花园二期,海珠,滨江东,4居室,北卧,31.5,2131,67
珠江新岸公寓,海珠,滨江东,1室1厅,南,24.0,4600,191
逸景翠园,海珠,广州大道南,4居室,北卧,21.0,2509,119
逸景翠园,海珠,广州大道南,5居室,南卧,18.0,2656,147
金盛大厦,海珠,昌岗,1室0厅,东,24.0,3500,145
杏园小区,海珠,宝岗,2室1厅,南,36.0,2650,73
南洲名苑,海珠,东晓南,3居室,南卧,21.0,1743,83
凤凰新村,海珠,工业大道北,2室1厅,东,60.0,2400,40
星汇湾花园,海珠,工业大道中,5室1厅,南,42.0,7000,166
翠城花园,海珠,江燕路,3居室,东卧,3.5,1669,476
金碧湾,海珠,工业大道北,3室1厅,东南,53.0,8500,160
工业大道南,海珠,工业大道南,2室1厅,东南,29.5,1700,57
官洲南苑,海珠,官洲,3室2厅,北,61.5,3700,60
畔江花园,海珠,磨碟沙,4室2厅,南/北,84.0,15000,178
上雅君庭,从化,太平镇,2室2厅,东南,28.0,1700,60
珠光御景山水城,从化,江浦街,3室2厅,南,52.0,1800,34
珠光御景山水城,从化,江浦街,3室2厅,南,52.0,1800,34
珠江国际城,从化,神岗镇,3室2厅,东北,41.5,1700,40
珠江国际城,从化,神岗镇,5室3厅,南,184.0,6500,35
珠江国际城,从化,神岗镇,4室2厅,西南,72.0,2000,27
时代印象,从化,太平镇,3室2厅,东南,50.5,1800,35
珠江国际城,从化,神岗镇,3室2厅,东北,50.0,1600,32
时代印象,从化,太平镇,3室2厅,北,44.0,2500,56
五羊华轩,越秀,五羊新城,2室1厅,西/北,30.0,5500,183
东兴小区,越秀,五羊新城,1室1厅,南,17.5,3200,182
解放北路(越秀区),越秀,盘福,1室1厅,南,35.0,2300,65
中山五路,越秀,公园前,2室1厅,东南,22.5,3000,133
东华西路,越秀,东川路,2室1厅,南,23.0,2800,121
五羊小区,越秀,五羊新城,3室1厅,南/北,42.5,5600,131
机关宿舍,越秀,小北,1室1厅,西南,15.0,3200,213
东华东路,越秀,东湖,1室1厅,南/北,20.0,3000,150
东华西路,越秀,东川路,2室1厅,东南,41.0,3900,95
竹丝岗二马路,越秀,东风东,2室1厅,,40.0,5000,125
北京路,越秀,北京路,1室0厅,西北,17.5,1800,102
德政南路,越秀,越秀南,2室1厅,东南,25.0,2500,100
俊逸阁,越秀,农讲所,2室1厅,东,25.0,3200,128
四季奕居,越秀,水荫,3室1厅,南,55.0,9800,178
四季奕居,越秀,水荫,3室1厅,南,45.0,8500,188
四季奕居,越秀,水荫,3室2厅,南,55.0,9800,178
广园西路,越秀,三元里,2室1厅,南,34.0,2300,67
华侨新村,越秀,淘金,3室2厅,南,85.0,10000,117
三荣大厦,越秀,淘金,2室1厅,南,33.5,4600,137
阳光城丽景湾·澜悦,南沙,进港大道,3室2厅,南,49.0,2800,57
越秀明珠天悦江湾,南沙,明珠湾,3室2厅,东南,46.0,2800,60
恒大阳光半岛,南沙,万顷沙,3室2厅,南,45.0,3000,66
越秀滨海悦城,南沙,金洲,3室2厅,南/北,58.0,3800,65
星河·湾区壹号,南沙,金洲,2室2厅,南,19.0,2200,115
逸涛半岛,南沙,进港大道,3室2厅,南,49.0,4000,81
时代云图,南沙,金洲,4室2厅,南,56.5,3800,67
广晟圣淘沙,南沙,进港大道,4室2厅,东南,61.0,2350,38
南沙·十里方圆,南沙,黄阁,4室2厅,东南,49.5,2500,50
越秀滨海汇,南沙,金洲,1室2厅,南,24.0,1999,83
阳光城悦然府,南沙,进港大道,3室2厅,北,43.5,2200,50
时代南湾,南沙,南沙港,3室2厅,东北,63.0,3500,55
富力天海湾,南沙,明珠湾,3室2厅,南,49.0,2800,57
南沙湾石奥,南沙,南沙港,2室2厅,南,60.0,4000,66
中海熙园,南沙,东涌,3室2厅,西南,50.5,3600,71
万科南方公元,南沙,黄阁,3室2厅,南,44.5,2500,56
中国铁建海语熙岸,南沙,南沙区府,4室2厅,东南,60.0,3600,60
合景天峻,黄埔,知识城,1室0厅,北,17.5,2300,131
招商雍景湾,黄埔,知识城,3室2厅,南,46.0,2300,50
合景天峻,黄埔,知识城,1室0厅,北,22.5,1400,62
中海誉城北苑,黄埔,香雪,3室2厅,东,48.0,4000,83
金碧世纪花园,黄埔,大沙地,1室1厅,北,11.5,2250,195
龙光峰景华庭,黄埔,科学城,3室2厅,南,46.5,3000,64
绿地城凤语湾,黄埔,知识城,3室2厅,南,49.0,2600,53
萝岗奥园广场,黄埔,香雪,2室1厅,北,26.0,2800,107
锐丰中心,黄埔,香雪,2室1厅,南,27.0,3600,133
中海誉城北苑,黄埔,香雪,3室2厅,东南,48.0,3200,66
时代春树里,黄埔,香雪,3室2厅,南,46.0,3600,78
越秀保利爱特城,黄埔,香雪,3室2厅,南,48.5,3500,72
合景天峻,黄埔,知识城,1室1厅,南,24.0,1700,70
佳兆业城市广场,黄埔,南岗,2居室,南卧,15.0,2000,133
时代中国时代天韵,黄埔,知识城,4室1厅,南,66.5,3600,54
合景天峻,黄埔,知识城,1室0厅,南,16.5,1500,90
保利越秀岭南林语,黄埔,长岭居,3室2厅,东北,46.5,3300,70
龙伏宏裕花园,黄埔,科学城,2室2厅,南/北,35.0,3400,97
万科幸福荟,黄埔,知识城,3室2厅,南,44.0,2600,59
实地常春藤,黄埔,黄埔永和,3室1厅,北,47.5,2000,42
蟹山路48号大院,黄埔,大沙地,3室1厅,西,46.5,3500,75
时代印记(广州),黄埔,知识城,3室2厅,,49.0,2000,40
广州融创文旅城商务公寓,花都,花城街,1室1厅,西,18.0,1680,93
广州融创文旅城商务公寓,花都,花城街,1室1厅,西,57.5,1680,29
广州融创文旅城商务公寓,花都,花城街,1室1厅,东,27.5,1680,61
广州融创文旅城商务公寓,花都,花城街,1室1厅,南,57.5,1680,29
广州融创文旅城商务公寓,花都,花城街,1室1厅,东,27.5,1680,61
广州融创文旅城商务公寓,花都,花城街,1室1厅,东,27.5,1680,61
回龙小区,花都,花东镇,3室2厅,南,60.0,1300,21
广州融创文旅城商务公寓,花都,花城街,1室1厅,东,27.5,1680,61
富力金港城北区,花都,花东镇,3室1厅,南,48.5,2600,53
路劲天隽峰,花都,旧区,3室2厅,南,82.0,3500,42
湖畔花园,花都,旧区,3室2厅,东南,42.0,1300,30
自由人花园,花都,镜湖大道,3室2厅,南,71.0,1500,21
中新花园,花都,铁路西,3室2厅,南/北,56.0,1200,21
自由人花园,花都,镜湖大道,3室2厅,东南,46.0,2500,54
富力金港城东区,花都,花东镇,3室1厅,南,90.5,2300,25
学府南苑,花都,秀全街,3室2厅,北,54.0,2100,38
广州融创文旅城商务公寓,花都,花城街,0室1厅,东南,24.0,2000,83
凯德山海连城,番禺,莲花山,1室0厅,南/北,19.0,300,15
敏捷时空壹号,番禺,广州南站,1室2厅,南,27.5,2300,83
顺德碧桂园芷兰湾,番禺,顺德碧桂园,3室2厅,南,77.5,2800,36
鑫润花园,番禺,市桥北,1室1厅,西,50.0,5500,110
富都华苑,番禺,市桥,3室2厅,南,99.0,3500,35
雅居乐君域公馆,番禺,市桥,3室2厅,东南,62.0,4800,77
凯德山海连城,番禺,莲花山,3室1厅,北,50.0,3200,64
南国奥园,番禺,汉溪长隆,3室2厅,北,51.0,4800,94
广晟万博城,番禺,万博,2室1厅,南,28.0,6000,214
厦滘商业综合大楼,番禺,厦滘,1室1厅,南,133.0,16500,124
越秀和樾府,番禺,汉溪长隆,1室0厅,东,9.0,1000,111
雅居乐锦官城雍容南台,番禺,沙湾,3室1厅,北,66.0,3300,50
敏捷伊顿公馆,番禺,祈福新村,6室2厅,南,210.0,30000,142
顺德碧桂园芷兰湾,番禺,顺德碧桂园,3室2厅,南/北,49.5,2200,44
剑桥郡中心,番禺,雅居乐,0室0厅,东,47.5,400,8
美心花园,番禺,市桥东,2室1厅,东南,34.0,2200,64
亚运城天成2区,番禺,亚运城,4室2厅,南,65.0,4000,61
泽汇青年社区,,,,,15.0,1780,118
美林海岸,天河,员村,2室1厅,西南,40.0,5500,137
纷享家,,,,,11.0,1850,168
金棠苑,天河,棠下,3室2厅,南,47.5,4300,90
广氮新村,天河,车陂,1室1厅,南,29.0,2500,86
珠江花城,天河,黄村,4室2厅,南,58.5,8000,136
万科云城米酷,天河,智慧城,1室1厅,北,12.5,2600,208
纷享家,,,,,10.0,1500,150
黄埔大道中锦明街,天河,天河公园,1室1厅,南,26.5,3200,120
富力花园,天河,东圃,3室2厅,南,60.5,3000,49
纷享家,,,2室1厅,,32.5,3550,109
魔方公寓,,,,,12.5,2205,176
新城海滨花园N区,天河,珠江新城东,3室1厅,南,74.5,22000,295
泽汇青年社区,,,,,17.5,1880,107
华仔国际公寓,,,,,24.0,2280,95
万科云城米酷,天河,智慧城,1室1厅,西,12.5,2100,168
水荫四横路,天河,水荫,3室2厅,南,46.5,4300,92
华景西街12-16号宿舍（双号）,天河,华景新城,3室2厅,南,65.0,3800,58
红林物业,,,2室1厅,,32.5,3500,107
海豚租赁,,,1室1厅,,24.0,2480,103
云山熹景,白云,梅花园,4室2厅,南,102.0,7800,76
白云高尔夫花园荷塘月色,白云,黄石,1室0厅,南,6.0,1000,166
海豚租赁,,,1室1厅,,14.0,2080,148
君华香柏广场,白云,京溪,3室2厅,西北,47.0,6300,134
蟹山西街,白云,同和,1室1厅,东南,20.0,2200,110
海豚租赁,,,1室1厅,,13.0,1980,152
云东小区,白云,同和,2室1厅,东,41.0,3500,85
富力桃园,白云,罗冲围,3室2厅,北,57.5,6200,107
三元里大道,白云,机场路,1室1厅,南,17.5,1300,74
新城领寓,白云,嘉禾望岗,1室1厅,南,37.5,3500,93
百合社区,,,1室1厅,,12.5,1650,132
新城领寓,白云,嘉禾望岗,1室1厅,南,37.5,3500,93
新城领寓,白云,嘉禾望岗,1室1厅,南,37.5,3500,93
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
百合社区,,,,,9.0,950,105
百合社区,,,,,10.0,1600,160
百合社区,,,,,11.5,1150,100
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
新城领寓,白云,嘉禾望岗,1室0厅,南,22.5,2400,106
百合社区,,,1室1厅,,59.5,1688,28
机场路,白云,新市,3室1厅,,45.0,2800,62
万科峯境,白云,白云大道南,3室2厅,南,64.5,7200,111
此刻公寓,,,1室1厅,,20.0,1760,88
白云畔山花园,白云,梅花园,2室1厅,南,24.0,2800,116
新兴白云花园,白云,江夏,3室1厅,东南,35.0,2700,77
红林物业,,,,,20.0,1780,89
新城国际,海珠,金碧,3室1厅,南,32.5,5500,169
省粮宿舍(仁厚直街),海珠,宝岗,3室1厅,东,30.5,2500,81
红林物业,,,,,20.0,2280,114
海珠半岛花园,海珠,滨江东,2室2厅,东,37.0,5600,151
晓园新村晓园新,海珠,昌岗,3室1厅,南,31.0,3000,96
燕子岗路,海珠,江燕路,1室0厅,,19.0,2100,110
海联阁,海珠,东晓路,2室1厅,南,37.5,3000,80
保利天悦,海珠,万胜围,3室1厅,南,59.5,12000,201
红林物业,,,,,17.5,2280,130
新港西路,海珠,新港西,1室1厅,东南,58.5,1900,32
红林物业,,,,,17.5,1980,113
赤岗苑,海珠,赤岗,2室1厅,南,30.0,3800,126
富力泉天下,从化,温泉镇,4室1厅,东南,76.5,2800,36
景业荔都,从化,江浦街,3室1厅,西北,50.0,1200,24
紫泉流溪湾,从化,太平镇,3室1厅,南,39.0,2500,64
碧桂园荔山雅筑,从化,赤草,3室2厅,北,54.5,1700,31
碧桂园荔山雅筑,从化,赤草,3室2厅,西北,54.5,2300,42
雅居乐滨江花园,从化,江浦街,3室2厅,南,51.5,2600,50
碧桂园荔山雅筑,从化,赤草,3室2厅,北,54.5,2000,36
君源御湖城,从化,江浦街,2室1厅,东北,40.5,1200,29
珠江国际城,从化,神岗镇,4室2厅,西南,72.5,2500,34
合景花䕕四季,从化,鳌头镇,3室1厅,南,36.5,1800,49
